Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
1927,2023-11-04,Saskatchewan,SK,159084,2018,113023,2630158,920507,516000
1928,2023-11-04,Manitoba,MB,158467,2527,129338,3001252,1101542,607635
1929,2023-11-04,Ontario,ON,1659299,17718,1587996,39790714,12191038,7686213
1930,2023-11-04,Quebec,QC,1395773,18848,1099129,24115709,7242500,4737723
1931,2023-11-04,Newfoundland and Labrador,NL,56653,372,25162,1264499,476756,289311
1932,2023-11-04,New Brunswick,NB,92636,958,65138,1757172,661271,395689
1933,2023-11-04,Nova Scotia,NS,148206,891,43018,2235685,842600,503257
1934,2023-11-04,Prince Edward Island,PE,57735,111,41242,391227,144466,83158
1935,2023-11-04,Yukon,YT,4989,32,4489,92743,35380,20672
1936,2023-11-04,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1937,2023-11-04,Nunavut,NU,3531,7,3435,77083,29021,14519
1938,2023-11-11,British Columbia,BC,411232,6346,307963,14343876,4461186,2995501
1939,2023-11-11,Alberta,AB,642977,6127,523679,10077398,3448932,1831404
1940,2023-11-11,Saskatchewan,SK,159580,2021,113023,2630158,920507,516000
1941,2023-11-11,Manitoba,MB,158725,2527,129338,3001252,1101542,607635
1942,2023-11-11,Ontario,ON,1662737,17771,1587996,40105534,12189254,7690430
1943,2023-11-11,Quebec,QC,1399411,18914,1099129,24304519,7243251,4741121
1944,2023-11-11,Newfoundland and Labrador,NL,56747,373,25162,1264499,476756,289311
1945,2023-11-11,New Brunswick,NB,92760,962,65138,1757172,661271,395689
1946,2023-11-11,Nova Scotia,NS,148499,905,43018,2235685,842600,503257
1947,2023-11-11,Prince Edward Island,PE,57735,111,41242,391227,144466,83158
1948,2023-11-11,Yukon,YT,4989,32,4489,92743,35380,20672
1949,2023-11-11,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1950,2023-11-11,Nunavut,NU,3531,7,3435,77083,29021,14519
1951,2023-11-18,British Columbia,BC,411595,6385,307963,14343876,4461186,2995501
1952,2023-11-18,Alberta,AB,643896,6148,523679,10077398,3448932,1831404
1953,2023-11-18,Saskatchewan,SK,160006,2025,113023,2630158,920507,516000
1954,2023-11-18,Manitoba,MB,159038,2528,129338,3001252,1101542,607635
1955,2023-11-18,Ontario,ON,1666848,17841,1587996,40356805,12189335,7695973
1956,2023-11-18,Quebec,QC,1403575,18970,1099129,24462255,7243938,4744174
1957,2023-11-18,Newfoundland and Labrador,NL,56848,374,25162,1264499,476756,289311
1958,2023-11-18,New Brunswick,NB,92922,964,65138,1757172,661271,395689
1959,2023-11-18,Nova Scotia,NS,148900,923,43018,2235685,842600,503257
1960,2023-11-18,Prince Edward Island,PE,57861,112,41242,391227,144466,83158
1961,2023-11-18,Yukon,YT,4989,32,4489,92743,35380,20672
1962,2023-11-18,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1963,2023-11-18,Nunavut,NU,3531,7,3435,77083,29021,14519
1964,2023-11-25,British Columbia,BC,411977,6409,307963,14343876,4461186,2995501
1965,2023-11-25,Alberta,AB,644703,6160,523679,10077398,3448932,1831404
1966,2023-11-25,Saskatchewan,SK,160401,2029,113023,2630158,920507,516000
1967,2023-11-25,Manitoba,MB,159312,2530,129338,3001252,1101542,607635
1968,2023-11-25,Ontario,ON,1671370,17896,1587996,40560315,12189352,7700924
1969,2023-11-25,Quebec,QC,1408046,19036,1099129,24623773,7244671,4747727
1970,2023-11-25,Newfoundland and Labrador,NL,56984,377,25162,1264499,476756,289311
1971,2023-11-25,New Brunswick,NB,93075,968,65138,1757172,661271,395689
1972,2023-11-25,Nova Scotia,NS,149277,931,43018,2235685,842600,503257
1973,2023-11-25,Prince Edward Island,PE,57861,112,41242,391227,144466,83158
1974,2023-11-25,Yukon,YT,4989,32,4489,92743,35380,20672
1975,2023-11-25,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1976,2023-11-25,Nunavut,NU,3531,7,3435,77083,29021,14519
1977,2023-12-02,British Columbia,BC,412334,6449,307963,14343876,4461186,2995501
1978,2023-12-02,Alberta,AB,645460,6180,523679,10077398,3448932,1831404
1979,2023-12-02,Saskatchewan,SK,160709,2031,113023,2630158,920507,516000
1980,2023-12-02,Manitoba,MB,159520,2534,129338,3001252,1101542,607635
1981,2023-12-02,Ontario,ON,1675591,17954,1587996,40725280,12189442,7705469
1982,2023-12-02,Quebec,QC,1413120,19106,1099129,24741756,7245287,4750427
1983,2023-12-02,Newfoundland and Labrador,NL,57117,379,25162,1264499,476756,289311
1984,2023-12-02,New Brunswick,NB,93213,970,65138,1757172,661271,395689
1985,2023-12-02,Nova Scotia,NS,149614,947,43018,2235685,842600,503257
1986,2023-12-02,Prince Edward Island,PE,58011,113,41242,391227,144466,83158
1987,2023-12-02,Yukon,YT,4989,32,4489,92743,35380,20672
1988,2023-12-02,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1989,2023-12-02,Nunavut,NU,3531,7,3435,77083,29021,14519
1990,2023-12-09,British Columbia,BC,412753,6449,307963,14343876,4461186,2995501
1991,2023-12-09,Alberta,AB,646229,6204,523679,10077398,3448932,1831404
1992,2023-12-09,Saskatchewan,SK,161016,2033,113023,2630158,920507,516000
1993,2023-12-09,Manitoba,MB,159728,2571,129338,3001252,1101542,607635
1994,2023-12-09,Ontario,ON,1679670,18037,1587996,40864267,12187696,7707839
1995,2023-12-09,Quebec,QC,1418541,19178,1099129,24855479,7245956,4753230
1996,2023-12-09,Newfoundland and Labrador,NL,57236,381,25162,1264499,476756,289311
1997,2023-12-09,New Brunswick,NB,93381,972,65138,1757172,661271,395689
1998,2023-12-09,Nova Scotia,NS,149931,950,43018,2235685,842600,503257
1999,2023-12-09,Prince Edward Island,PE,58070,114,41242,391227,144466,83158
2000,2023-12-09,Yukon,YT,4989,32,4489,92743,35380,20672
2001,2023-12-09,Northwest Territories,NT,11511,22,11327,102863,39663,20278
2002,2023-12-09,Nunavut,NU,3531,7,3435,77083,29021,14519
2003,2023-12-16,British Columbia,BC,412814,6476,307963,14343876,4461186,2995501
2004,2023-12-16,Alberta,AB,646890,6219,523679,10077398,3448932,1831404
2005,2023-12-16,Saskatchewan,SK,161278,2036,113023,2630158,920507,516000
2006,2023-12-16,Manitoba,MB,159940,2571,129338,3001252,1101542,607635
2007,2023-12-16,Ontario,ON,1684103,18081,1587996,40981988,12186740,7710636
2008,2023-12-16,Quebec,QC,1424803,19254,1099129,24932209,7246457,4755607
2009,2023-12-16,Newfoundland and Labrador,NL,57352,383,25162,1264499,476756,289311
2010,2023-12-16,New Brunswick,NB,93381,978,65138,1757172,661271,395689
2011,2023-12-16,Nova Scotia,NS,150238,959,43018,2235685,842600,503257
2012,2023-12-16,Prince Edward Island,PE,58117,114,41242,391227,144466,83158
2013,2023-12-16,Yukon,YT,4989,32,4489,92743,35380,20672
2014,2023-12-16,Northwest Territories,NT,11511,22,11327,102863,39663,20278
2015,2023-12-16,Nunavut,NU,3531,7,3435,77083,29021,14519
2016,2023-12-23,British Columbia,BC,413170,6501,307963,14343876,4461186,2995501
2017,2023-12-23,Alberta,AB,647451,6236,523679,10077398,3448932,1831404
2018,2023-12-23,Saskatchewan,SK,161499,2039,113023,2630158,920507,516000
2019,2023-12-23,Manitoba,MB,160090,2571,129338,3001252,1101542,607635
2020,2023-12-23,Ontario,ON,1688265,18125,1587996,41022539,12187175,7712526
2021,2023-12-23,Quebec,QC,1430564,19336,1099129,25009709,7247025,4758045
2022,2023-12-23,Newfoundland and Labrador,NL,57455,384,25162,1264499,476756,289311
2023,2023-12-23,New Brunswick,NB,93753,983,65138,1757172,661271,395689
2024,2023-12-23,Nova Scotia,NS,150542,961,43018,2235685,842600,503257
2025,2023-12-23,Prince Edward Island,PE,58117,114,41242,391227,144466,83158
2026,2023-12-23,Yukon,YT,4989,32,4489,92743,35380,20672
2027,2023-12-23,Northwest Territories,NT,11511,22,11327,102863,39663,20278
2028,2023-12-23,Nunavut,NU,3531,7,3435,77083,29021,14519
2029,2023-12-30,British Columbia,BC,413594,6527,307963,14343876,4461186,2995501
2030,2023-12-30,Alberta,AB,647979,6248,523679,10077398,3448932,1831404
2031,2023-12-30,Saskatchewan,SK,161701,2048,113023,2630158,920507,516000
2032,2023-12-30,Manitoba,MB,160230,2571,129338,3001252,1101542,607635
2033,2023-12-30,Ontario,ON,1692153,18182,1587996,41093366,12185368,7713294
2034,2023-12-30,Quebec,QC,1435424,19422,1099129,25053776,7247416,4759512
2035,2023-12-30,Newfoundland and Labrador,NL,57542,387,25162,1264499,476756,289311
2036,2023-12-30,New Brunswick,NB,93899,989,65138,1757172,661271,395689
2037,2023-12-30,Nova Scotia,NS,150811,961,43018,2235685,842600,503257
2038,2023-12-30,Prince Edward Island,PE,58228,114,41242,391227,144466,83158
2039,2023-12-30,Yukon,YT,4989,32,4489,92743,35380,20672
2040,2023-12-30,Northwest Territories,NT,11511,22,11327,102863,39663,20278
2041,2023-12-30,Nunavut,NU,3531,7,3435,77083,29021,14519
